201607262					
TV	active	Eutelsat 117 West A	39122	1 39122U 13012A   16201.49745958 -.00000017  00000-0  00000+0 0  9993	2 39122   0.0123  27.1018 0002377  92.5291 240.3928  1.00269959 12171
TV	active	Anik G1	39127	1 39127U 13014A   16201.47117300 -.00000078  00000-0  00000+0 0  9999	2 39127   0.0473 250.4267 0001163 260.6795 208.8967  1.00271912 11960
TV	active	Chinasat 11	39157	1 39157U 13020A   16202.47951354 -.00000297  00000-0  00000+0 0  9998	2 39157   0.0084  98.1347 0000648 294.1540 177.0545  1.00272997 11866
TV	active	Eutelsat 7B	39163	1 39163U 13022A   16201.15456659 +.00000044 +00000-0 +00000-0 0  9999	2 39163 000.0457 338.9562 0002822 056.9525 324.1068 01.00273562011701
TV	active	Eutelsat 25B	39233	1 39233U 13044A   16201.10336935 +.00000139 +00000-0 +00000-0 0  9995	2 39233 000.0443 012.8184 0001746 113.5804 233.6140 01.00271979010340
TV	active	Amos 4	39237	1 39237U 13045A   16200.99392184 +.00000003 +00000-0 +00000-0 0  9994	2 39237 000.0445 268.6820 0000805 211.9898 239.3327 01.00271312010661
TV	active	SES 8	39460	1 39460U 13071A   16200.91082456 -.00000273 +00000-0 +00000-0 0  9991	2 39460 000.0612 261.8054 0003019 209.9232 248.3002 01.00271265008235
TV	active	TKSAT-1 (Tupac Katari 1)	39481	1 39481U 13075A   16202.07423706 -.00000199  00000-0  00000+0 0  9990	2 39481   0.0496 246.8963 0001867 223.2226 127.6449  1.00268608  9558
TV	active	GSAT 14	39498	1 39498U 14001A   16200.96904024 -.00000081 +00000-0 +00000-0 0  9992	2 39498 000.0688 264.5302 0001098 279.1645 176.3010 01.00271373009147
TV	active	Thaicom 6	39500	1 39500U 14002A   16202.10228564 -.00000126  00000-0  00000+0 0  9992	2 39500   0.0510 131.2334 0004932   3.6519 278.7518  1.00271252  9236
TV	active	ABS-2	39508	1 39508U 14006A   16200.96647051 -.00000090 +00000-0 +00000-0 0  9993	2 39508 000.0530 290.7734 0002795 185.5152 243.7368 01.00270985009045
TV	active	Express AT1	39612	1 39612U 14010A   16201.91895663 +.00000073 +00000-0 +00000-0 0  9994	2 39612 000.0584 227.8962 0000346 259.7320 197.3124 01.00271076008758
TV	active	Express AT2	39613	1 39613U 14010B   16200.63504052 -.00000285  00000-0  00000+0 0  9997	2 39613   0.0666 231.9182 0000349  29.5607  43.8407  1.00271328  8573
TV	active	Amazonas 4A	39616	1 39616U 14011A   16201.34284882 -.00000287  00000-0  00000+0 0  9998	2 39616   0.0554  67.8554 0004602  21.4999 270.6940  1.00272852  8577
TV	active	Astra 5B	39617	1 39617U 14011B   16201.79389926  .00000150  00000-0  00000+0 0  9991	2 39617   0.0283  11.0173 0002822 111.7482 132.5437  1.00270934  8573
TV	active	Luch 5V	39727	1 39727U 14023A   16201.57428197 -.00000268 +00000-0 +00000-0 0  9998	2 39727 003.3453 299.7620 0001963 201.9804 097.4165 01.00267001526222
TV	active	Kazsat 3	39728	1 39728U 14023B   16202.00914689  .00000055  00000-0  00000+0 0  9996	2 39728   0.0103  74.9275 0000269  75.5048 209.5654  1.00271424  8151
TV	active	Eutelsat 3B	39773	1 39773U 14030A   16202.20749537  .00000015  00000-0  00000+0 0  9990	2 39773   0.0596 358.9754 0002747 103.4205 273.8296  1.00276258  7934
TV	active	Measat 3B	40147	1 40147U 14054B   16200.92054438 -.00000245 +00000-0 +00000-0 0  9996	2 40147 000.0219 019.9453 0001290 060.5149 279.5510 01.00269999006615
TV	active	Intelsat 30	40271	1 40271U 14062A   16202.32476557 -.00000156  00000-0  00000+0 0  9999	2 40271   0.0154  51.9481 0001905  34.9151 233.5176  1.00271372  6479
TV	active	Express AM6	40277	1 40277U 14064A   16202.16928047  .00000092  00000-0  00000+0 0  9993	2 40277   0.0228 145.1538 0000267  49.4209 217.7263  1.00275167  6388
TV	active	GSAT 16	40332	1 40332U 14078A   16201.02155246 +.00000080 +00000-0 +00000-0 0  9995	2 40332 000.1090 267.4023 0007686 181.6353 271.0473 01.00273156005848
TV	active	Directv 14	40333	1 40333U 14078B   16201.31773762 -.00000130  00000-0  00000+0 0  9993	2 40333   0.0155 326.3258 0001029  56.9631 289.3881  1.00271498  5946
TV	active	Astra 2G	40364	1 40364U 14089A   16202.09328692  .00000144  00000-0  00000+0 0  9997	2 40364   0.0371 336.4070 0004657 104.1983 279.4438  1.00271329  5738
TV	active	ABS-3A	40424	1 40424U 15010A   16201.18215673 -.00000030 +00000-0 +00000-0 0  9998	2 40424 000.0128 056.6524 0001935 335.9859 327.3701 01.00272428005122
TV	active	Eutelsat 115 West B	40425	1 40425U 15010B   16200.49486575 -.00000028  00000-0  00000+0 0  9999	2 40425   0.0009 169.0063 0000193  53.3887 137.6035  1.00269749  5130
TV	active	Express AM7	40505	1 40505U 15012A   16201.79411271  .00000146  00000-0  00000+0 0  9995	2 40505   0.0169  65.7681 0003065  56.2437 141.8699  1.00274880  5065
TV	active	TURKMENALEM52E/MONACOSAT	40617	1 40617U 15023A   16202.02686358  .00000098  00000-0  00000+0 0  9994	2 40617   0.0204  33.6994 0002330  93.3376 232.9843  1.00272612  4566
TV	active	Directv 15	40663	1 40663U 15026A   16201.45858092 -.00000107  00000-0  00000+0 0  9992	2 40663   0.0175  61.0144 0000441 283.5382  15.4425  1.00270139  4244
TV	active	Sky-Mexico 1	40664	1 40664U 15026B   16200.39500943 -.00000237 +00000-0 +00000-0 0  9999	2 40664 000.0173 035.9829 0002153 082.0123 242.0265 01.00270934004265
TV	active	Intelsat 34	40874	1 40874U 15039A   16201.32769167 -.00000290  00000-0  00000+0 0  9993	2 40874   0.0218  48.5554 0000505 351.1598 320.2885  1.00268218  3389
TV	active	Eutelsat 8 West B	40875	1 40875U 15039B   16201.19620330 -.00000070  00000-0  00000+0 0  9993	2 40875   0.0625  11.0707 0002497 104.3828 244.5690  1.00271791  3408
TV	active	GSAT 6	40880	1 40880U 15041A   16200.94384746 -.00000168 +00000-0 +00000-0 0  9991	2 40880 000.5206 271.2275 0006206 353.2568 095.4412 01.00270869003345
TV	active	ARSAT 2	40941	1 40941U 15054B   16201.39832419 -.00000229 +00000-0 +00000-0 0  9996	2 40941 000.0501 258.4386 0001579 221.6693 239.9043 01.00272482003024
TV	active	Apstar 9	40982	1 40982U 15059A   16202.50165981 -.00000272  00000-0  00000+0 0  9990	2 40982   0.0145 346.2542 0000238 294.6841 340.3555  1.00270877  2861
TV	active	Turksat 4B	40984	1 40984U 15060A   16201.03555567  .00000111  00000-0  00000+0 0  9995	2 40984   0.0168   0.5000 0002527 116.3193 243.2032  1.00271459  2813
TV	active	GSAT 15	41028	1 41028U 15065A   16200.91478424 -.00000261  00000-0  00000+0 0  9999	2 41028   0.0555 260.2251 0001764 149.1863 310.6005  1.00268834  2560
tv	active	BADR 7 (ARABSAT-6B)	41029	1 41029U 15065B   16201.10188180  .00000140  00000-0  00000+0 0  9994	2 41029   0.0230 267.2445 0003089 307.7023 145.0329  1.00269327  2618
